evento_id_temp,source_event_id,url,nombre_final,categoria_origen_boleteria,categoria_inferida_script,categoria_final_id,categoria_final_nombre,usa_sesiones_compra,total_sesiones_detectadas,total_venues_detectadas,municipio_principal_id,municipio_principal_nombre,municipios_detectados_en_venues,municipios_detectados_en_sesiones,lugar_principal,direccion_principal,total_fechas_finales,primera_fecha,ultima_fecha
164,natalianieves,https://boletos.prticket.com/events/en/natalianieves,Ópera en la Montaña,Música,Música,1,Concierto,true,1,1,54,Naranjito,54,54,CBA Naranjito - .Online,#97 C. Georgetti - Naranjito (Puerto Rico),1,2026-06-20,2026-06-20
165,ndi-calle,https://boletos.prticket.com/events/en/ndi-calle,Noche de Impro - Cogiendo Calle,Artes escénicas,Comedia,10,Comedia,true,6,1,2,Aguada,2,2,Bambalinas Café Teatro,Aguada @ Bambalinas Café Teatro,6,2026-05-22,2026-06-26
166,nextgenerationbigstep,https://boletos.prticket.com/events/en/nextgenerationbigstep,Next Generation - Big Step,Deportes,Deportes,3,Deportivo,true,1,1,71,Trujillo Alto,71,71,Next Generation 2026,Trujillo Alto @ Next Generation 2026,1,2026-06-13,2026-06-13
167,nochesdeimpro,https://boletos.prticket.com/events/en/nochesdeimpro,Noches de Impro,Artes escénicas,Comedia,10,Comedia,true,9,1,65,San Juan,65,65,Enumerado con 2 precios+ Vision Limitada,San Juan @ Enumerado con 2 precios+ Vision Limitada,9,2026-05-18,2026-07-13
168,piratas,https://boletos.prticket.com/events/en/piratas,Piratas de Quebradillas,Deportes,Deportes,3,Deportivo,true,2,1,59,Quebradillas,59,59,BSN (General + Enumerado),Quebradillas @ BSN (General + Enumerado),2,2026-05-14,2026-05-23
169,puertoricosekaijucon,https://boletos.prticket.com/events/en/puertoricosekaijucon,Puerto Rico Sekaiju Con,Ferias Congresos,Ferias Congresos,4,Feria,true,2,1,36,Humacao,36,36,Sekaiju,Humacao @ Sekaiju,2,2026-08-29,2026-08-30
170,queens-of-ring,https://boletos.prticket.com/events/en/queens-of-ring,Queens of the Ring,Deportes,Deportes,3,Deportivo,false,0,1,65,San Juan,65,,Coliseito Pedrin Zorrilla,"Coliseito Pedrin Zorrilla, San Juan",1,2026-07-11,2026-07-11
171,quien-mato-a-rene,https://boletos.prticket.com/events/en/quien-mato-a-rene,Reynold Alexander : ¿Quién mató a René Monclova?,Artes escénicas,Comedia,10,Comedia,true,5,2,65,San Juan,65,65,Teatro Tapia-Reynold,San Juan @ Teatro Tapia-Reynold,5,2026-05-15,2026-05-24
172,rickycolonencomplicidad,https://boletos.prticket.com/events/en/rickycolonencomplicidad,Ricky Colón: En Complicidad,Música,Música,1,Concierto,true,1,1,13,Caguas,13,13,Moneró - .Online,Caguas @ Moneró - .Online,1,2026-06-07,2026-06-07
173,showdejossiedeguzman,https://boletos.prticket.com/events/en/showdejossiedeguzman,Show de Josie de Guzmán,Artes escénicas,Comedia,10,Comedia,true,1,1,65,San Juan,65,65,T.Tapia - 4 precios,San Juan @ T.Tapia - 4 precios,1,2026-08-30,2026-08-30
174,tallerdemarketing,https://boletos.prticket.com/events/en/tallerdemarketing,Taller de Marketing - Saffra Cowork,Ferias Congresos,Ferias Congresos,4,Feria,true,1,1,65,San Juan,65,65,Saffra Cowork,San Juan @ Saffra Cowork,1,2026-05-30,2026-05-30
175,tradicionalbailepadres,https://boletos.prticket.com/events/en/tradicionalbailepadres,Tradicional Bailable de la Víspera de Padres,Música,Música,1,Concierto,false,0,1,65,San Juan,65,,Sheraton Puerto Rico Hotel & Casino,"Sheraton Puerto Rico Hotel & Casino, San Juan, Puerto Rico",1,2026-06-20,2026-06-20
176,vip-parking,https://boletos.prticket.com/events/en/vip-parking,Parking VIP Prepagado - Cangrejeros de Santurce,Otros,Otros,9,Otro,true,5,1,65,San Juan,65,65,Parking VIP,San Juan @ Parking VIP,5,2026-05-21,2026-06-24
177,wwcaniversario53,https://boletos.prticket.com/events/en/wwcaniversario53,WWC Aniversario 53,Deportes,Deportes,3,Deportivo,true,1,1,65,San Juan,65,65,WWC,San Juan @ WWC,1,2026-06-27,2026-06-27
178,yaireenaniversario,https://boletos.prticket.com/events/en/yaireenaniversario,Yaire en Aniversario,Música,Música,1,Concierto,true,4,4,54,Naranjito,6|41|54|58,6|41|54|58,Centro de Bellas Artes de Naranjito,Centro de Bellas Artes de Naranjito,4,2026-05-30,2026-09-19
